0.000000000000000000e+00,1.857879000164102123e+00
3.895773902022326496e+01,4.040404040404040131e+01
4.040404040404040131e+01,4.185034178785753767e+01
7.999475366201586723e+01,8.080808080808080263e+01
8.080808080808080263e+01,8.162140795414575223e+01
1.212121212121211897e+02,1.156833680630237495e+02
1.492585188719545499e+02,1.212121212121211897e+02
1.616161616161616053e+02,1.232467434440656859e+02
2.020202020202020208e+02,1.323837071014598337e+02
2.424242424242424079e+02,1.466612815017657852e+02
2.828282828282827950e+02,1.513781370834503548e+02
3.232323232323232673e+02,1.594617888835150268e+02
3.297819060447344555e+02,1.616161616161615768e+02
3.636363636363636260e+02,1.840799952199744780e+02
4.040404040404040416e+02,1.986550403846263748e+02
4.181373787690807262e+02,2.020202020202020492e+02
4.444444444444444002e+02,2.089634626090651466e+02
4.848484848484848158e+02,2.141793952302771800e+02
5.252525252525251744e+02,2.213067825046981056e+02
5.656565656565655900e+02,2.331813101050432806e+02
5.962704754928663533e+02,2.424242424242424363e+02
6.060606060606060055e+02,2.463189652447276501e+02
6.464646464646464210e+02,2.595195360392170301e+02
6.868686868686868365e+02,2.714393176017043743e+02
7.272727272727272521e+02,2.823981496090430028e+02
7.290245110094109577e+02,2.828282828282827950e+02
7.676767676767676676e+02,2.926191190521797125e+02
8.080808080808080831e+02,3.016978678536206644e+02
8.484848484848484986e+02,3.096854411330905350e+02
8.888888888888886868e+02,3.165483734391580697e+02
9.292929292929291023e+02,3.222346250815796225e+02
9.380903152105211120e+02,3.232323232323232105e+02
9.696969696969696315e+02,3.267881945904604777e+02
1.010101010101010047e+03,3.303679655438855889e+02
1.050505050505050349e+03,3.332347194737558311e+02
1.090909090909090764e+03,3.356334545928321518e+02
1.131313131313131180e+03,3.377490984332791868e+02
1.171717171717171595e+03,3.397292144080394678e+02
1.212121212121212011e+03,3.417051948937679526e+02
1.252525252525252426e+03,3.437979696561969831e+02
1.292929292929292842e+03,3.461179216820777356e+02
1.333333333333333258e+03,3.487648799104418913e+02
1.373737373737373673e+03,3.518294211980914952e+02
1.414141414141414316e+03,3.553951969282766186e+02
1.454545454545454731e+03,3.595418830310426870e+02
1.489139522510949973e+03,3.636363636363636260e+02
1.494949494949494920e+03,3.643303343369920526e+02
1.535353535353535335e+03,3.697182545723041471e+02
1.575757575757575523e+03,3.758747917164776595e+02
1.616161616161616166e+03,3.828843828407012779e+02
1.656565656565656354e+03,3.908466244745451377e+02
1.696969696969696770e+03,3.998858046898548082e+02
1.713638731199642962e+03,4.040404040404040416e+02
1.737373737373737185e+03,4.098544780752166048e+02
1.777777777777777828e+03,4.208607211513706261e+02
1.818181818181818016e+03,4.333166757469530808e+02
1.850006104695836484e+03,4.444444444444444002e+02
1.858585858585858432e+03,4.473097295672107521e+02
1.898989898989898848e+03,4.621148628818219777e+02
1.939393939393939263e+03,4.793071653812244222e+02
1.950917574367397265e+03,4.848484848484848726e+02
1.979797979797979679e+03,4.958581362445361265e+02
2.020202020202020321e+03,5.009386738669093688e+02
2.060606060606060510e+03,4.956209452391760806e+02
2.101010101010100698e+03,4.899523769985636363e+02
2.141414141414141341e+03,4.849645073786964531e+02
2.142568310536277295e+03,4.848484848484848158e+02
2.181818181818181529e+03,4.803128298692595877e+02
2.222222222222222172e+03,4.765819746461489785e+02
2.262626262626262360e+03,4.735848272989032921e+02
2.303030303030303003e+03,4.710999450401931199e+02
2.343434343434343191e+03,4.688520242118258921e+02
2.383838383838384289e+03,4.664945141756706448e+02
2.424242424242424022e+03,4.636161786041210462e+02
2.464646464646464665e+03,4.597870843467169948e+02
2.505050505050504853e+03,4.546459429201438525e+02
2.545454545454545496e+03,4.479915285382207912e+02
2.563210055980614015e+03,4.444444444444444002e+02
2.585858585858585684e+03,4.396284347779258042e+02
2.626262626262625872e+03,4.296546606980356273e+02
2.666666666666666515e+03,4.183762609008867912e+02
2.707070707070706703e+03,4.059514053137253882e+02
2.712877587999859315e+03,4.040404040404040416e+02
2.747474747474747346e+03,3.920080069943649619e+02
2.787878787878787534e+03,3.769768050796269563e+02
2.821639623345548898e+03,3.636363636363636260e+02
2.828282828282828177e+03,3.608699947748270915e+02
2.868686868686868365e+03,3.432636855271341574e+02
2.909090909090909008e+03,3.247020736530310501e+02
2.912171251386570475e+03,3.232323232323232105e+02
2.949494949494949196e+03,3.045654393234988220e+02
2.989898989898989839e+03,2.834655527555387948e+02
2.991082743115717221e+03,2.828282828282827950e+02
3.030303030303030027e+03,2.607888282262835560e+02
3.061922628447013722e+03,2.424242424242423795e+02
3.070707070707070670e+03,2.371097688112446917e+02
3.111111111111110858e+03,2.120754144985650669e+02
3.126976137397267848e+03,2.020202020202020208e+02
3.151515151515151501e+03,1.858641342175718023e+02
3.187629617916222287e+03,1.616161616161616053e+02
3.191919191919191690e+03,1.586277715104156698e+02
3.232323232323232332e+03,1.300791789842874095e+02
3.244706291824557866e+03,1.212121212121211897e+02
3.272727272727272521e+03,1.004257568954625839e+02
3.298882612927623086e+03,8.080808080808080263e+01
3.313131313131312709e+03,6.974328503848072103e+01
3.350586221113421288e+03,4.040404040404040842e+01
3.353535353535353352e+03,3.801344936874489377e+01
3.393939393939393540e+03,5.057681786688153380e+00
3.400106402776423238e+03,0.000000000000000000e+00
